year;qrt;region;area_type;tran_count;area_total;area_mean;eur_total;eur_min;eur_max;em_min;em_max;em_median;em_mean;em_sd
2015;2;Haabersti linnaosa;30-40,99;32;1 066,00;33,31;1 468 350;26 000;86 000;790,27;2 299,47;1 334,55;1 374,70;243,04
2015;2;Haabersti linnaosa;41-54,99;69;3 452,20;50,03;5 105 688;27 000;98 000;613,64;2 117,52;1 594,75;1 480,96;306,57
2015;2;Haabersti linnaosa;55-69,99;59;3 777,10;64,02;4 832 175;50 900;131 500;795,11;2 054,69;1 187,21;1 282,22;311,93
2015;2;Haabersti linnaosa;70-249,99;66;5 910,30;89,55;9 346 142;69 000;265 000;797,55;2 564,43;1 638,20;1 596,46;299,76
2015;2;Kesklinna linnaosa;10-29,99;45;969,15;21,54;1 528 970;4 250;80 000;262,35;4 751,55;1 577,78;1 582,66;706,53
2015;2;Kesklinna linnaosa;30-40,99;73;2 619,25;35,88;4 774 133;20 000;120 000;629,92;3 291,14;1 830,07;1 817,93;515,68
2015;2;Kesklinna linnaosa;41-54,99;87;4 269,70;49,08;8 428 595;15 820;212 000;309,59;4 181,46;1 995,41;1 974,24;674,39
2015;2;Kesklinna linnaosa;55-69,99;82;5 108,87;62,3;10 472 190;60 000;238 000;1 027,40;3 759,87;1 928,13;2 045,90;592,4
2015;2;Kesklinna linnaosa;70-249,99;179;18 110,70;101,18;44 367 141;3 800;1 020 000;51,49;5 110,85;2 184,77;2 378,40;965,53
2015;2;Kristiine linnaosa;10-29,99;23;533,5;23,2;787 716;18 000;59 450;878,44;2 092,44;1 557,97;1 510,30;355,72
2015;2;Kristiine linnaosa;30-40,99;34;1 219,36;35,86;1 820 175;10 000;88 000;279,33;2 268,04;1 543,22;1 484,00;388,57
2015;2;Kristiine linnaosa;41-54,99;56;2 767,42;49,42;4 844 889;50 000;123 850;1 142,24;2 586,61;1 733,96;1 732,82;383,96
2015;2;Kristiine linnaosa;55-69,99;41;2 588,80;63,14;4 328 401;50 000;179 000;765,7;2 647,93;1 666,67;1 669,37;401,79
2015;2;Kristiine linnaosa;70-249,99;36;3 469,35;96,37;5 769 340;33 000;270 000;311,32;2 239,14;1 800,79;1 686,63;419,24
2015;2;Lasnamäe linnaosa;10-29,99;32;655,38;20,48;906 500;6 500;64 000;320,2;2 480,62;1 427,65;1 364,45;491,5
2015;2;Lasnamäe linnaosa;30-40,99;132;4 402,10;33,35;5 973 569;18 100;92 000;445,81;2 266,01;1 339,43;1 358,07;238,78
2015;2;Lasnamäe linnaosa;41-54,99;147;7 155,70;48,68;8 835 679;15 000;102 000;345,62;2 281,46;1 206,90;1 240,23;324,5
2015;2;Lasnamäe linnaosa;55-69,99;105;6 663,00;63,46;7 696 179;35 000;114 000;574,53;1 905,75;1 086,29;1 160,50;260,59
2015;2;Lasnamäe linnaosa;70-249,99;68;5 618,90;82,63;7 270 151;10 000;171 925;136,24;1 859,10;1 281,82;1 290,25;329,92
2015;2;Mustamäe linnaosa;10-29,99;37;743,15;20,09;1 081 423;12 000;53 900;838,93;2 162,39;1 521,74;1 508,59;341,91
2015;2;Mustamäe linnaosa;30-40,99;27;932,95;34,55;1 250 100;12 500;71 900;392,46;1 833,33;1 395,35;1 335,99;285,88
2015;2;Mustamäe linnaosa;41-54,99;162;7 231,10;44,64;9 886 558;7 000;100 075;159,09;2 181,60;1 317,90;1 364,18;322,02
2015;2;Mustamäe linnaosa;55-69,99;121;7 353,90;60,78;10 048 308;30 038;117 000;493,23;1 950,00;1 339,13;1 367,86;264,3
2015;2;Mustamäe linnaosa;70-249,99;32;2 704,00;84,5;4 203 281;90 500;181 599;1 071,43;1 900,00;1 596,18;1 554,89;206,75
2015;2;Nõmme linnaosa;10-29,99;9;182,8;20,31;229 900;14 200;39 000;627,18;1 566,37;1 407,94;1 305,67;281,08
2015;2;Nõmme linnaosa;30-40,99;13;458,3;35,25;557 102;7 000;82 000;224,36;2 034,74;1 210,11;1 168,91;549,93
2015;2;Nõmme linnaosa;41-54,99;22;1 017,30;46,24;1 521 750;31 000;110 000;726;2 205,73;1 471,10;1 492,86;396,61
2015;2;Nõmme linnaosa;55-69,99;17;1 058,10;62,24;1 532 500;60 000;125 000;873,36;2 061,86;1 415,66;1 456,74;323,43
2015;2;Nõmme linnaosa;70-249,99;19;1 948,50;102,55;2 286 629;48 333;236 930;325,69;1 900,00;1 323,71;1 243,37;478,27
2015;2;Pirita linnaosa;10-29,99;1;25,6;25,6;***;***;***;***;***;***;***;***
2015;2;Pirita linnaosa;30-40,99;1;39,6;39,6;***;***;***;***;***;***;***;***
2015;2;Pirita linnaosa;41-54,99;3;161,1;53,7;***;***;***;***;***;***;***;***
2015;2;Pirita linnaosa;55-69,99;19;1 193,65;62,82;1 952 900;55 000;130 000;921,27;2 132,90;1 669,17;1 639,64;270,34
2015;2;Pirita linnaosa;70-249,99;42;4 478,90;106,64;7 896 261;80 000;450 000;1 108,03;5 022,32;1 681,21;1 779,75;592,29
2015;2;Põhja-Tallinna linnaosa;10-29,99;131;2 555,25;19,51;3 569 710;3 000;68 000;210,53;2 500,00;1 398,31;1 347,13;462,62
2015;2;Põhja-Tallinna linnaosa;30-40,99;94;3 465,70;36,87;4 753 990;14 500;100 000;432,84;2 718,58;1 283,97;1 370,11;444,55
2015;2;Põhja-Tallinna linnaosa;41-54,99;93;4 385,20;47,15;6 495 265;7 000;139 000;138,07;2 734,38;1 345,24;1 477,51;536,33
2015;2;Põhja-Tallinna linnaosa;55-69,99;44;2 720,60;61,83;4 358 400;49 000;160 000;849,22;2 811,95;1 556,54;1 607,03;406,3
2015;2;Põhja-Tallinna linnaosa;70-249,99;26;2 523,20;97,05;4 251 200;55 000;310 000;644,78;2 456,14;1 822,76;1 725,46;451,21
2015;3;Haabersti linnaosa;10-29,99;10;195,2;19,52;356 693;15 000;84 000;920,25;3 000,00;1 738,51;1 723,45;649,54
2015;3;Haabersti linnaosa;30-40,99;32;1 073,40;33,54;1 525 956;20 000;70 000;607,9;1 973,68;1 410,17;1 420,65;357,23
2015;3;Haabersti linnaosa;41-54,99;67;3 317,00;49,51;4 953 909;13 421;101 000;321,85;1 922,61;1 558,44;1 494,64;310,86
2015;3;Haabersti linnaosa;55-69,99;89;5 658,10;63,57;7 431 545;10 000;140 000;149,48;2 020,20;1 280,00;1 321,10;327,69
2015;3;Haabersti linnaosa;70-249,99;44;4 011,37;91,17;6 003 030;70 000;299 000;797,27;2 335,59;1 490,87;1 525,28;371,55
2015;3;Kesklinna linnaosa;10-29,99;66;1 504,15;22,79;2 956 718;6 000;90 000;210,53;5 188,68;1 992,95;1 986,11;767,71
2015;3;Kesklinna linnaosa;30-40,99;78;2 787,75;35,74;4 950 010;18 215;129 000;500;3 200,99;1 679,57;1 767,18;574,06
2015;3;Kesklinna linnaosa;41-54,99;100;4 932,90;49,33;10 117 733;21 200;160 000;500;3 030,30;2 087,47;2 049,11;472,39
2015;3;Kesklinna linnaosa;55-69,99;101;6 167,45;61,06;12 590 905;28 900;250 000;500;4 424,78;2 069,76;2 043,56;446,27
2015;3;Kesklinna linnaosa;70-249,99;142;14 360,40;101,13;31 327 035;20 000;982 000;246,91;5 361,82;2 034,94;2 095,65;966,08
2015;3;Kristiine linnaosa;10-29,99;32;719,7;22,49;1 168 000;14 900;60 500;1 212,12;2 338,71;1 662,29;1 638,68;299,99
2015;3;Kristiine linnaosa;30-40,99;30;1 079,10;35,97;1 584 348;30 000;105 000;903,61;2 734,38;1 393,43;1 473,03;397,71
2015;3;Kristiine linnaosa;41-54,99;39;1 840,00;47,18;2 910 285;35 000;135 900;804,6;2 649,12;1 518,99;1 571,81;421,21
2015;3;Kristiine linnaosa;55-69,99;34;2 124,61;62,49;3 258 170;34 000;139 500;518,29;2 146,26;1 427,40;1 534,99;386,79
2015;3;Kristiine linnaosa;70-249,99;37;3 618,25;97,79;5 623 459;5 113;243 500;52,49;2 469,14;1 669,87;1 590,78;571,13
2015;3;Lasnamäe linnaosa;10-29,99;27;518,5;19,2;622 581;10 000;41 000;628,93;1 680,67;1 235,18;1 201,84;295,76
2015;3;Lasnamäe linnaosa;30-40,99;135;4 549,75;33,7;6 092 351;6 200;75 000;158,57;2 245,51;1 314,98;1 338,03;270,51
2015;3;Lasnamäe linnaosa;41-54,99;121;5 901,10;48,77;7 256 085;10 000;101 000;235,85;2 036,29;1 175,40;1 225,93;273,77
2015;3;Lasnamäe linnaosa;55-69,99;90;5 750,70;63,9;6 568 046;24 286;120 000;375,94;1 951,22;1 118,83;1 145,38;278,7
2015;3;Lasnamäe linnaosa;70-249,99;43;3 630,30;84,43;4 385 367;30 000;172 000;397,88;1 786,07;1 114,67;1 190,48;353,23
2015;3;Mustamäe linnaosa;10-29,99;50;1 037,05;20,74;1 582 518;10 000;53 000;653,49;4 672,90;1 577,96;1 608,59;564,25
2015;3;Mustamäe linnaosa;30-40,99;35;1 218,45;34,81;1 756 559;31 000;76 500;888,32;1 888,89;1 445,18;1 431,38;263,66
2015;3;Mustamäe linnaosa;41-54,99;159;7 311,72;45,99;9 575 074;1 000;108 000;23,2;2 288,14;1 309,01;1 304,01;294,3
2015;3;Mustamäe linnaosa;55-69,99;76;4 655,50;61,26;5 997 990;18 000;110 300;282,13;1 885,47;1 287,25;1 292,11;260,3
2015;3;Mustamäe linnaosa;70-249,99;28;2 310,30;82,51;3 184 465;60 000;150 000;761,42;1 716,31;1 418,34;1 387,55;215,79
2015;3;Nõmme linnaosa;10-29,99;12;282,1;23,51;432 738;19 000;56 890;1 029,08;2 539,73;1 485,91;1 543,07;378,27
2015;3;Nõmme linnaosa;30-40,99;12;429,2;35,77;568 700;30 000;75 000;789,47;1 833,74;1 300,52;1 309,14;276,24
2015;3;Nõmme linnaosa;41-54,99;21;986,7;46,99;1 381 429;23 060;118 870;542,59;2 539,96;1 217,80;1 399,70;479,82
2015;3;Nõmme linnaosa;55-69,99;12;765,9;63,83;1 168 940;65 000;174 240;1 015,63;2 539,94;1 441,55;1 520,32;457,16
2015;3;Nõmme linnaosa;70-249,99;17;1 514,90;89,11;2 212 145;39 145;185 000;484,47;2 493,26;1 424,77;1 487,64;449,44
2015;3;Pirita linnaosa;10-29,99;1;28,9;28,9;***;***;***;***;***;***;***;***
2015;3;Pirita linnaosa;30-40,99;6;204,1;34,02;301 700;18 900;75 000;541,55;2 149,53;1 497,63;1 474,12;643,95
2015;3;Pirita linnaosa;41-54,99;5;254,1;50,82;***;***;***;***;***;***;***;***
2015;3;Pirita linnaosa;55-69,99;10;645,4;64,54;1 009 000;86 000;111 000;1 266,57;2 003,61;1 561,77;1 570,69;191,22
2015;3;Pirita linnaosa;70-249,99;23;2 310,20;100,44;3 814 645;92 645;288 000;1 029,39;2 244,90;1 621,92;1 653,46;264,96
2015;3;Põhja-Tallinna linnaosa;10-29,99;102;2 042,07;20,02;2 972 141;4 200;71 500;215,52;2 826,09;1 415,59;1 417,83;525,93
2015;3;Põhja-Tallinna linnaosa;30-40,99;77;2 808,30;36,47;4 229 348;20 000;89 500;568,05;2 709,09;1 416,18;1 507,36;485,34
2015;3;Põhja-Tallinna linnaosa;41-54,99;108;5 175,10;47,92;8 783 420;15 000;149 000;343,25;2 915,85;1 595,37;1 685,32;519,77
2015;3;Põhja-Tallinna linnaosa;55-69,99;42;2 570,20;61,2;3 817 765;45 000;155 000;795,05;2 403,10;1 407,11;1 479,20;410,95
2015;3;Põhja-Tallinna linnaosa;70-249,99;39;3 729,20;95,62;5 308 606;30 000;278 000;403,77;2 888,16;1 564,10;1 488,52;608,8
2015;4;Haabersti linnaosa;10-29,99;3;49,8;16,6;***;***;***;***;***;***;***;***
2015;4;Haabersti linnaosa;30-40,99;29;966,15;33,32;***;***;***;***;***;***;***;***
2015;4;Haabersti linnaosa;41-54,99;69;3 396,60;49,23;4 765 525;3 800;121 000;76,92;2 354,09;1 424,24;1 411,30;364,59
2015;4;Haabersti linnaosa;55-69,99;72;4 674,40;64,92;6 244 691;3 800;132 000;58,28;2 400,00;1 449,28;1 340,20;351,11
2015;4;Haabersti linnaosa;70-249,99;56;4 903,49;87,56;7 629 732;74 000;238 000;958,43;2 133,18;1 579,69;1 553,18;265,54
2015;4;Kesklinna linnaosa;10-29,99;43;955,12;22,21;1 679 550;2 000;112 000;170,94;7 804,88;1 624,02;1 815,04;1 254,86
2015;4;Kesklinna linnaosa;30-40,99;75;2 694,25;35,92;5 226 653;1 000;156 000;32,68;3 939,39;1 942,25;1 931,15;733,14
2015;4;Kesklinna linnaosa;41-54,99;99;4 836,65;48,86;9 951 965;30 000;179 000;715,99;3 630,71;2 000,00;2 059,17;556,73
2015;4;Kesklinna linnaosa;55-69,99;96;5 890,60;61,36;11 804 310;12 000;220 000;197,69;3 660,57;2 000,00;2 004,24;578,42
2015;4;Kesklinna linnaosa;70-249,99;155;15 787,10;101,85;30 504 988;15 000;915 000;204,08;4 273,70;1 950,00;1 923,36;711,43
2015;4;Kristiine linnaosa;10-29,99;17;371,8;21,87;635 500;10 000;65 000;442,48;2 255,64;1 912,88;1 749,02;505,74
2015;4;Kristiine linnaosa;30-40,99;36;1 297,50;36,04;2 031 445;9 500;86 000;275,36;2 687,50;1 514,71;1 579,31;413,73
2015;4;Kristiine linnaosa;41-54,99;42;2 020,20;48,1;3 304 075;30 000;141 000;694,44;2 660,38;1 534,32;1 615,73;425,19
2015;4;Kristiine linnaosa;55-69,99;33;1 987,60;60,23;3 298 009;31 400;179 000;552,82;2 647,93;1 755,79;1 657,45;427,61
2015;4;Kristiine linnaosa;70-249,99;85;8 339,30;98,11;14 987 957;72 000;312 300;938,72;2 214,81;1 835,11;1 798,92;247,37
2015;4;Lasnamäe linnaosa;10-29,99;13;270,85;20,83;383 110;11 000;58 000;1 018,52;2 172,28;1 401,85;1 386,34;286,08
2015;4;Lasnamäe linnaosa;30-40,99;151;5 057,25;33,49;6 925 733;10 000;72 900;300;2 176,12;1 312,29;1 371,94;277,2
2015;4;Lasnamäe linnaosa;41-54,99;137;6 668,50;48,68;8 471 740;44 000;86 450;952,38;1 796,12;1 240,53;1 274,18;188,28
2015;4;Lasnamäe linnaosa;55-69,99;127;8 088,80;63,69;9 639 727;13 000;128 000;196,97;1 890,69;1 142,86;1 196,36;281,07
2015;4;Lasnamäe linnaosa;70-249,99;66;5 758,90;87,26;8 115 898;60 000;270 000;616,02;2 159,35;1 504,02;1 408,88;315,35
2015;4;Mustamäe linnaosa;10-29,99;34;706,1;20,77;1 069 736;1 000;55 000;67,11;2 288,14;1 567,81;1 532,63;439,71
2015;4;Mustamäe linnaosa;30-40,99;28;939,1;33,54;1 300 377;24 000;69 400;797,34;2 065,57;1 340,90;1 378,05;312,94
2015;4;Mustamäe linnaosa;41-54,99;171;7 761,00;45,39;10 796 936;23 647;109 900;447,86;2 254,67;1 357,47;1 384,99;275,63
2015;4;Mustamäe linnaosa;55-69,99;111;6 756,40;60,87;8 622 427;29 719;119 900;453,73;1 848,74;1 235,68;1 278,21;256,55
2015;4;Mustamäe linnaosa;70-249,99;48;3 996,80;83,27;5 935 736;75 000;161 000;1 050,42;1 783,36;1 510,16;1 486,72;159,93
2015;4;Nõmme linnaosa;10-29,99;12;226,8;18,9;304 800;600;42 000;26,91;1 759,26;1 524,49;1 385,10;472,31
2015;4;Nõmme linnaosa;30-40,99;13;443,6;34,12;629 050;25 000;75 000;719,6;2 219,14;1 506,41;1 416,32;483,63
2015;4;Nõmme linnaosa;41-54,99;36;1 648,60;45,79;2 253 800;25 000;121 900;524,11;2 366,99;1 295,83;1 369,56;401,38
2015;4;Nõmme linnaosa;55-69,99;14;852,95;60,93;1 362 000;62 000;160 500;1 067,13;2 310,55;1 555,89;1 579,63;372,57
2015;4;Nõmme linnaosa;70-249,99;20;2 139,80;106,99;3 493 181;88 000;240 200;1 027,41;2 594,03;1 658,66;1 650,23;380,31
2015;4;Pirita linnaosa;41-54,99;3;160,2;53,4;***;***;***;***;***;***;***;***
2015;4;Pirita linnaosa;55-69,99;16;1 031,10;64,44;***;***;***;***;***;***;***;***
2015;4;Pirita linnaosa;70-249,99;28;2 866,50;102,38;5 004 058;44 000;319 000;378,66;2 552,55;1 735,57;1 750,46;376,44
2015;4;Põhja-Tallinna linnaosa;10-29,99;116;2 477,40;21,36;3 264 305;1 800;69 500;76,76;2 527,47;1 303,58;1 284,21;530,4
2015;4;Põhja-Tallinna linnaosa;30-40,99;97;3 513,10;36,22;4 874 190;1 000;94 000;30,49;2 546,01;1 305,73;1 390,38;561,76
2015;4;Põhja-Tallinna linnaosa;41-54,99;111;5 287,20;47,63;8 687 963;8 000;145 022;193,24;2 777,78;1 556,50;1 631,01;545,67
2015;4;Põhja-Tallinna linnaosa;55-69,99;62;3 909,70;63,06;6 885 698;4 000;189 000;66,12;2 767,20;1 870,52;1 756,28;550,63
2015;4;Põhja-Tallinna linnaosa;70-249,99;72;6 530,30;90,7;13 034 465;1 000;428 734;14,01;2 944,60;2 027,50;1 986,79;432,43
2016;1;Haabersti linnaosa;10-29,99;5;67,7;13,54;107 000;15 000;26 500;1 293,10;2 284,48;1 319,02;1 622,87;451,85
2016;1;Haabersti linnaosa;30-40,99;35;1 185,10;33,86;1 681 398;25 000;76 000;728,64;2 082,19;1 376,15;1 424,25;339,7
2016;1;Haabersti linnaosa;41-54,99;80;3 880,90;48,51;5 616 132;45 000;105 000;825,69;2 030,95;1 348,30;1 453,31;287,14
2016;1;Haabersti linnaosa;55-69,99;70;4 508,88;64,41;6 033 668;31 124;117 200;478,1;1 805,56;1 338,36;1 335,23;247,21
2016;1;Haabersti linnaosa;70-249,99;41;3 570,27;87,08;5 172 593;75 000;215 000;951,78;2 311,57;1 493,06;1 456,91;301,03
2016;1;Kesklinna linnaosa;10-29,99;49;1 112,60;22,71;2 108 260;3 000;90 000;116,28;3 157,89;1 902,17;1 867,65;612,04
2016;1;Kesklinna linnaosa;30-40,99;42;1 463,40;34,84;3 199 192;5 000;240 000;148,37;6 282,72;1 961,07;2 175,50;1 118,11
2016;1;Kesklinna linnaosa;41-54,99;79;3 900,40;49,37;8 511 964;25 000;220 000;469,92;4 313,73;2 127,45;2 185,52;675,2
2016;1;Kesklinna linnaosa;55-69,99;77;4 818,50;62,58;9 884 365;18 215;275 000;269,85;4 424,78;2 000,00;2 059,75;702,28
2016;1;Kesklinna linnaosa;70-249,99;93;9 021,20;97;20 923 272;36 000;1 300 000;415,7;8 813,56;1 997,76;2 240,65;1 067,05
2016;1;Kristiine linnaosa;10-29,99;20;432,3;21,62;635 653;3 250;53 000;117,75;2 415,25;1 683,60;1 541,14;529,68
2016;1;Kristiine linnaosa;30-40,99;33;1 202,70;36,45;1 813 906;25 000;85 125;713;2 182,69;1 446,63;1 499,96;388,79
2016;1;Kristiine linnaosa;41-54,99;50;2 380,57;47,61;3 645 646;30 200;129 000;606,65;2 560,42;1 339,30;1 519,72;483,96
2016;1;Kristiine linnaosa;55-69,99;25;1 564,30;62,57;2 430 744;27 194;139 000;389,04;2 429,82;1 596,90;1 563,44;433,18
2016;1;Kristiine linnaosa;70-249,99;36;3 450,65;95,85;6 276 965;109 000;275 000;1 419,27;2 397,82;1 850,71;1 833,08;273,02
2016;1;Lasnamäe linnaosa;10-29,99;28;526,67;18,81;721 724;15 978;49 000;691,69;2 000,00;1 412,31;1 389,50;273,03
2016;1;Lasnamäe linnaosa;30-40,99;121;4 011,00;33,15;5 575 656;14 000;70 000;351,76;2 173,91;1 382,98;1 391,61;237,4
2016;1;Lasnamäe linnaosa;41-54,99;127;6 206,30;48,87;7 958 279;20 000;94 929;379,51;1 963,72;1 262,63;1 285,34;285,84
2016;1;Lasnamäe linnaosa;55-69,99;111;7 142,70;64,35;8 586 155;40 000;123 900;651,52;2 078,86;1 188,27;1 202,89;225,62
2016;1;Lasnamäe linnaosa;70-249,99;61;5 138,80;84,24;7 038 701;50 000;195 000;648,51;1 895,42;1 462,73;1 377,89;296,7
2016;1;Mustamäe linnaosa;10-29,99;38;836,3;22,01;1 244 843;7 500;56 000;251,68;2 666,67;1 592,97;1 558,97;431,94
2016;1;Mustamäe linnaosa;30-40,99;27;937,05;34,71;1 431 500;23 300;79 000;767,71;1 941,03;1 500,00;1 506,94;262,24
2016;1;Mustamäe linnaosa;41-54,99;162;7 382,80;45,57;10 567 516;33 000;103 400;756,88;2 228,45;1 375,94;1 425,55;283,45
2016;1;Mustamäe linnaosa;55-69,99;131;7 887,40;60,21;10 856 067;41 743;135 430;698,04;2 041,59;1 348,68;1 379,02;289,1
2016;1;Mustamäe linnaosa;70-249,99;53;4 170,50;78,69;6 212 863;60 000;176 900;839,16;1 986,30;1 526,24;1 489,41;201,83
2016;1;Nõmme linnaosa;10-29,99;10;174,45;17,45;212 905;12 655;36 500;657,34;1 794,87;1 316,93;1 277,34;351,18
2016;1;Nõmme linnaosa;30-40,99;15;505;33,67;712 083;25 000;82 000;814,33;2 065,49;1 428,57;1 394,81;301,24
2016;1;Nõmme linnaosa;41-54,99;25;1 194,90;47,8;1 641 967;19 000;110 000;353,16;2 123,19;1 487,07;1 377,55;391,78
2016;1;Nõmme linnaosa;55-69,99;20;1 226,40;61,32;1 974 098;59 600;170 000;989,51;2 672,96;1 589,46;1 608,79;457,31
2016;1;Nõmme linnaosa;70-249,99;21;2 168,30;103,25;2 975 516;60 000;238 500;616,02;2 547,17;1 466,67;1 412,39;527,3
2016;1;Pirita linnaosa;10-29,99;1;29,8;29,8;***;***;***;***;***;***;***;***
2016;1;Pirita linnaosa;30-40,99;2;66,9;33,45;***;***;***;***;***;***;***;***
2016;1;Pirita linnaosa;41-54,99;5;242,1;48,42;382 900;36 000;94 600;812,64;2 092,92;1 647,29;1 573,14;466,45
2016;1;Pirita linnaosa;55-69,99;11;709,01;64,46;1 231 500;66 000;240 000;977,63;3 921,57;1 616,16;1 753,27;762,34
2016;1;Pirita linnaosa;70-249,99;23;2 536,90;110,3;3 738 500;92 500;296 000;716,74;1 806,50;1 560,21;1 495,79;249,52
2016;1;Põhja-Tallinna linnaosa;10-29,99;90;1 862,45;20,69;2 764 812;7 500;67 500;423,15;3 125,00;1 437,84;1 464,28;477,84
2016;1;Põhja-Tallinna linnaosa;30-40,99;74;2 669,80;36,08;4 108 801;17 000;105 120;507,46;2 631,87;1 476,57;1 540,48;495,96
2016;1;Põhja-Tallinna linnaosa;41-54,99;87;4 050,30;46,56;6 039 072;24 000;141 000;488,8;3 168,54;1 361,70;1 485,63;512,21
2016;1;Põhja-Tallinna linnaosa;55-69,99;42;2 591,50;61,7;4 266 663;39 000;170 400;607,48;2 655,50;1 556,30;1 634,83;550,53
2016;1;Põhja-Tallinna linnaosa;70-249,99;37;3 180,60;85,96;5 860 799;40 000;274 500;499,38;2 829,90;1 856,76;1 847,01;514,46
2016;2;Haabersti linnaosa;10-29,99;5;100,2;20,04;111 500;15 000;31 000;800;1 925,47;1 133,33;1 190,38;463,4
2016;2;Haabersti linnaosa;30-40,99;32;1 062,40;33,2;1 480 700;5 000;82 500;151,06;2 052,24;1 388,06;1 390,04;332,19
2016;2;Haabersti linnaosa;41-54,99;72;3 533,10;49,07;5 177 252;40 000;99 900;831,6;1 978,72;1 450,62;1 469,09;287,97
2016;2;Haabersti linnaosa;55-69,99;81;5 127,75;63,31;6 718 495;1 000;118 700;15,34;1 941,58;1 298,33;1 312,75;280,39
2016;2;Haabersti linnaosa;70-249,99;74;7 056,10;95,35;10 604 540;45 000;655 000;552,83;3 458,29;1 463,08;1 481,95;337,64
2016;2;Kesklinna linnaosa;10-29,99;38;936,8;24,65;1 691 474;6 000;81 000;319,55;2 984,67;1 843,98;1 750,50;619,92
2016;2;Kesklinna linnaosa;30-40,99;66;2 364,10;35,82;4 820 042;9 331;140 000;265,09;4 191,62;2 073,97;2 041,35;631,44
2016;2;Kesklinna linnaosa;41-54,99;84;4 039,10;48,08;8 596 998;22 095;160 000;450;3 811,14;2 097,28;2 151,16;589,51
2016;2;Kesklinna linnaosa;55-69,99;86;5 271,00;61,29;10 780 558;5 000;270 000;71,94;4 515,05;2 060,20;2 051,80;693,28
2016;2;Kesklinna linnaosa;70-249,99;136;13 362,70;98,26;27 888 577;17 500;735 000;226,68;4 078,80;2 010,95;2 051,62;727,39
2016;2;Kristiine linnaosa;10-29,99;17;351,2;20,66;584 928;5 433;65 000;384,62;2 313,17;1 729,73;1 660,01;523,38
2016;2;Kristiine linnaosa;30-40,99;35;1 242,40;35,5;1 885 984;10 000;93 500;319,49;2 391,30;1 542,42;1 510,18;445,1
2016;2;Kristiine linnaosa;41-54,99;66;3 206,00;48,58;5 372 942;10 000;135 000;197,24;2 767,86;1 587,36;1 656,26;496,53
2016;2;Kristiine linnaosa;55-69,99;33;2 045,50;61,98;3 378 206;55 000;150 000;839,69;2 495,67;1 573,93;1 658,31;454,9
2016;2;Kristiine linnaosa;70-249,99;54;4 963,20;91,91;9 153 396;68 100;314 000;867,52;2 446,70;1 916,85;1 855,43;366,97
2016;2;Lasnamäe linnaosa;10-29,99;24;435,47;18,14;571 898;10 000;46 000;375,94;2 070,71;1 302,77;1 344,37;370,56
2016;2;Lasnamäe linnaosa;30-40,99;134;4 468,70;33,35;6 343 242;23 600;80 000;715,15;2 150,54;1 376,15;1 418,45;245,46
2016;2;Lasnamäe linnaosa;41-54,99;139;6 847,60;49,26;9 518 674;2 325;148 000;50,99;2 745,83;1 328,48;1 390,34;367,2
2016;2;Lasnamäe linnaosa;55-69,99;143;9 146,20;63,96;11 286 728;2 325;131 900;38,69;1 892,40;1 202,62;1 234,69;301,42
2016;2;Lasnamäe linnaosa;70-249,99;77;6 333,20;82,25;8 849 453;2 325;195 000;23,07;2 398,52;1 564,37;1 411,82;416,89
2016;2;Mustamäe linnaosa;10-29,99;44;855,3;19,44;1 329 158;9 500;55 000;815,45;2 128,71;1 598,13;1 565,93;376,35
2016;2;Mustamäe linnaosa;30-40,99;29;972,05;33,52;1 414 058;12 680;79 000;419,87;1 936,27;1 440,79;1 436,94;327,01
2016;2;Mustamäe linnaosa;41-54,99;166;7 526,60;45,34;10 462 551;30 000;95 900;689,66;2 100,00;1 394,98;1 385,91;225
2016;2;Mustamäe linnaosa;55-69,99;81;4 847,30;59,84;6 511 000;25 000;118 000;443,26;1 967,47;1 333,33;1 345,22;256,81
2016;2;Mustamäe linnaosa;70-249,99;43;3 368,60;78,34;5 072 879;64 000;164 900;857,91;1 754,26;1 545,58;1 510,92;166,16
2016;2;Nõmme linnaosa;10-29,99;17;372,35;21,9;491 990;10 000;41 750;383,14;1 805,43;1 428,57;1 331,20;384,15
2016;2;Nõmme linnaosa;30-40,99;16;565,6;35,35;819 778;20 400;85 000;535,43;2 248,68;1 492,02;1 440,14;392,51
2016;2;Nõmme linnaosa;41-54,99;19;876,5;46,13;1 237 540;39 750;103 000;962,47;2 298,62;1 344,83;1 411,95;340,13
2016;2;Nõmme linnaosa;55-69,99;11;699,4;63,58;998 490;62 500;123 000;1 027,96;2 120,69;1 441,58;1 430,70;305,57
2016;2;Nõmme linnaosa;70-249,99;16;1 580,20;98,76;2 195 550;60 000;240 000;832,18;1 850,62;1 423,78;1 401,32;307,32
2016;2;Pirita linnaosa;10-29,99;1;11,9;11,9;***;***;***;***;***;***;***;***
2016;2;Pirita linnaosa;30-40,99;1;40,8;40,8;***;***;***;***;***;***;***;***
2016;2;Pirita linnaosa;41-54,99;4;197,6;49,4;***;***;***;***;***;***;***;***
2016;2;Pirita linnaosa;55-69,99;17;1 134,50;66,74;1 873 300;60 000;142 900;952,38;2 098,38;1 646,71;1 648,56;238,47
2016;2;Pirita linnaosa;70-249,99;35;3 465,50;99,01;6 125 442;95 000;325 000;1 250,00;2 382,28;1 655,52;1 731,03;283,8
