year;qrt;region;area_type;tran_count;area_total;area_mean;eur_total;eur_min;eur_max;em_min;em_max;em_median;em_mean;em_sd
2008;1;Lasnamäe linnaosa;30-40,99;95;3 192,60;33,61;4 185 951;3 196;75 416;97,72;2 071,86;1 368,14;1 311,11;372,12
2008;1;Lasnamäe linnaosa;41-54,99;128;6 281,90;49,08;7 965 812;15 978;95 260;321,49;2 047,65;1 261,59;1 272,88;311,38
2008;1;Lasnamäe linnaosa;55-69,99;120;7 675,90;63,97;8 853 861;8 126;111 845;125,78;1 847,63;1 177,96;1 155,91;317,15
2008;1;Lasnamäe linnaosa;70-249,99;48;3 829,60;79,78;5 213 682;18 981;177 547;238,45;1 925,67;1 548,97;1 377,30;427,88
2008;1;Mustamäe linnaosa;10-29,99;39;660,9;16,95;930 817;2 237;47 934;172,73;2 188,75;1 571,16;1 456,84;467,25
2008;1;Mustamäe linnaosa;30-40,99;22;763,7;34,71;1 147 086;3 835;78 611;119,09;2 096,46;1 431,78;1 481,16;404,34
2008;1;Mustamäe linnaosa;41-54,99;116;5 207,70;44,89;7 018 085;5 662;106 093;134,48;2 058,17;1 347,75;1 344,10;326,4
2008;1;Mustamäe linnaosa;55-69,99;100;6 126,30;61,26;7 903 124;3 196;120 154;57,06;1 817,76;1 294,51;1 289,10;315,15
2008;1;Mustamäe linnaosa;70-249,99;32;2 579,30;80,6;3 806 664;23 585;159 779;302,37;2 250,41;1 490,82;1 492,99;387,51
2008;1;Nõmme linnaosa;10-29,99;8;189,3;23,66;314 765;23 008;55 923;1 282,51;1 990,13;1 611,16;1 652,08;246,48
2008;1;Nõmme linnaosa;30-40,99;12;419,3;34,94;660 258;21 525;108 650;670,56;2 757,61;1 512,72;1 549,49;507,77
2008;1;Nõmme linnaosa;41-54,99;10;477,6;47,76;706 772;51 768;115 041;1 076,27;2 406,71;1 272,20;1 483,02;429,46
2008;1;Nõmme linnaosa;55-69,99;18;1 101,20;61,18;1 588 609;5 449;143 801;93,15;2 250,41;1 483,67;1 436,73;601,44
2008;1;Nõmme linnaosa;70-249,99;18;1 888,06;104,89;3 063 175;96 000;290 300;639,12;2 367,86;1 790,31;1 708,03;472,67
2008;1;Pirita linnaosa;41-54,99;2;92,7;46,35;***;***;***;***;***;***;***;***
2008;1;Pirita linnaosa;55-69,99;14;899,2;64,23;***;***;***;***;***;***;***;***
2008;1;Pirita linnaosa;70-249,99;28;2 589,00;92,46;4 193 540;54 503;239 030;766,57;2 173,24;1 606,52;1 606,23;319,56
2008;1;Põhja-Tallinna linnaosa;10-29,99;65;1 341,40;20,64;1 653 669;3 196;57 520;107,05;2 026,83;1 328,63;1 211,11;451,82
2008;1;Põhja-Tallinna linnaosa;30-40,99;50;1 831,20;36,62;2 246 830;4 089;83 085;107,05;2 339,69;1 287,32;1 222,75;537,12
2008;1;Põhja-Tallinna linnaosa;41-54,99;93;4 427,45;47,61;6 547 220;9 587;115 041;198,07;2 611,91;1 484,45;1 481,85;437,08
2008;1;Põhja-Tallinna linnaosa;55-69,99;42;2 533,20;60,31;3 897 269;10 354;150 831;184,24;2 381,09;1 557,71;1 534,48;511,63
2008;1;Põhja-Tallinna linnaosa;70-249,99;43;4 332,10;100,75;6 635 128;60 077;313 167;748,76;2 442,80;1 601,80;1 574,18;399,22
2008;2;Haabersti linnaosa;10-29,99;4;83,05;20,76;***;***;***;***;***;***;***;***
2008;2;Haabersti linnaosa;30-40,99;25;836;33,44;***;***;***;***;***;***;***;***
2008;2;Haabersti linnaosa;41-54,99;40;2 055,30;51,38;2 628 112;14 844;99 942;282,75;1 861,11;1 239,72;1 277,60;311,68
2008;2;Haabersti linnaosa;55-69,99;61;3 896,26;63,87;5 264 591;7 828;156 584;123,09;2 464,46;1 301,35;1 351,43;401,24
2008;2;Haabersti linnaosa;70-249,99;58;5 109,71;88,1;7 305 808;81 487;252 451;982,02;3 290,84;1 358,93;1 443,54;382,47
2008;2;Kesklinna linnaosa;10-29,99;54;1 246,57;23,08;2 486 807;3 835;99 702;219,13;3 849,50;2 113,42;1 938,46;809,48
2008;2;Kesklinna linnaosa;30-40,99;63;2 248,30;35,69;4 377 549;10 226;127 823;321,57;3 576,87;1 886,45;1 955,49;664,66
2008;2;Kesklinna linnaosa;41-54,99;89;4 256,50;47,83;8 900 234;24 077;267 151;473,95;5 554,07;2 063,81;2 085,77;724,56
2008;2;Kesklinna linnaosa;55-69,99;73;4 525,80;62;7 651 048;1 806;210 908;25,99;3 154,91;1 841,52;1 705,30;727,69
2008;2;Kesklinna linnaosa;70-249,99;129;12 288,90;95,26;21 806 962;1 845;527 271;21,57;5 817,71;1 902,50;1 804,62;979,13
2008;2;Kristiine linnaosa;10-29,99;15;347,91;23,19;500 670;15 978;57 520;587,42;2 431,93;1 282,90;1 454,91;483,38
2008;2;Kristiine linnaosa;30-40,99;31;1 086,13;35,04;1 553 053;31 956;89 476;875,5;2 187,68;1 406,09;1 429,19;316,65
2008;2;Kristiine linnaosa;41-54,99;35;1 656,46;47,33;2 516 378;2 788;115 041;58,33;2 197,36;1 675,59;1 511,16;556,92
2008;2;Kristiine linnaosa;55-69,99;32;1 965,45;61,42;2 874 107;19 173;120 793;288,32;1 954,58;1 589,93;1 466,16;394,07
2008;2;Kristiine linnaosa;70-249,99;20;1 752,80;87,64;2 615 266;48 573;217 557;525,11;1 925,05;1 584,66;1 505,44;344,02
2008;2;Lasnamäe linnaosa;10-29,99;24;431,05;17,96;515 966;2 876;54 325;174,3;2 586,90;1 306,72;1 147,33;565,55
2008;2;Lasnamäe linnaosa;30-40,99;121;4 080,30;33,72;4 910 185;7 542;75 416;232,05;2 060,54;1 247,06;1 203,87;330,24
2008;2;Lasnamäe linnaosa;41-54,99;124;6 053,75;48,82;6 962 672;14 380;108 650;288,75;2 050,00;1 149,38;1 148,58;253,09
2008;2;Lasnamäe linnaosa;55-69,99;137;8 702,80;63,52;9 404 021;1 561;127 823;23,99;1 878,85;1 084,82;1 082,16;376,97
2008;2;Lasnamäe linnaosa;70-249,99;36;3 023,20;83,98;3 711 767;25 401;175 757;222,62;1 874,70;1 234,96;1 240,76;345,9
2008;2;Mustamäe linnaosa;10-29,99;26;454,6;17,48;636 671;8 820;53 686;345,87;1 799,19;1 489,72;1 436,83;336,63
2008;2;Mustamäe linnaosa;30-40,99;25;873,35;34,93;1 115 960;12 782;72 028;422,56;1 782,88;1 391,49;1 277,38;385,72
2008;2;Mustamäe linnaosa;41-54,99;117;5 279,30;45,12;6 868 143;14 061;96 762;309,02;2 031,09;1 287,11;1 301,53;290,48
2008;2;Mustamäe linnaosa;55-69,99;73;4 445,40;60,9;5 158 651;959;126 226;16,47;1 911,18;1 230,54;1 163,35;375,23
2008;2;Mustamäe linnaosa;70-249,99;41;3 344,90;81,58;4 469 214;60 716;143 162;866,14;1 859,25;1 305,24;1 349,49;244,82
2008;2;Nõmme linnaosa;10-29,99;7;113,55;16,22;122 710;5 752;27 482;382,2;1 773,03;1 287,60;1 140,11;461,56
2008;2;Nõmme linnaosa;30-40,99;14;473,9;33,85;635 282;19 173;83 085;626,58;2 119,52;1 267,68;1 322,05;406,4
2008;2;Nõmme linnaosa;41-54,99;14;661,5;47,25;780 893;12 782;82 766;267,97;1 924,78;1 287,95;1 182,93;509,13
2008;2;Nõmme linnaosa;55-69,99;17;1 088,20;64,01;1 439 635;36 513;129 102;551,55;2 109,50;1 349,57;1 333,26;428,08
2008;2;Nõmme linnaosa;70-249,99;14;1 503,90;107,42;2 302 107;46 272;345 123;596,9;2 069,68;1 605,51;1 522,93;444,95
2008;2;Pirita linnaosa;41-54,99;9;452;50,22;892 015;60 716;159 907;1 447,06;2 950,31;1 901,55;1 977,40;564,91
2008;2;Pirita linnaosa;55-69,99;14;878,9;62,78;1 269 860;36 110;113 443;652,99;2 025,77;1 473,79;1 441,69;353,32
2008;2;Pirita linnaosa;70-249,99;25;2 630,00;105,2;4 499 542;86 281;401 348;934,47;3 211,64;1 535,84;1 680,90;550,03
2008;2;Põhja-Tallinna linnaosa;10-29,99;66;1 465,05;22,2;1 937 034;1 598;83 437;99,86;3 067,52;1 186,57;1 269,81;661,71
2008;2;Põhja-Tallinna linnaosa;30-40,99;67;2 488,10;37,14;3 079 163;9 019;80 529;242,46;2 274,82;1 216,59;1 242,47;396,34
2008;2;Põhja-Tallinna linnaosa;41-54,99;101;4 886,35;48,38;7 649 771;639;143 641;12,96;2 684,89;1 433,92;1 549,75;550,08
2008;2;Põhja-Tallinna linnaosa;55-69,99;63;3 899,40;61,9;6 311 734;39 945;191 447;605,23;2 738,87;1 472,09;1 610,18;514,81
2008;2;Põhja-Tallinna linnaosa;70-249,99;56;5 460,80;97,51;7 606 374;4 488;289 200;60,82;2 695,76;1 441,84;1 452,34;617,02
2008;3;Haabersti linnaosa;10-29,99;3;69,15;23,05;***;***;***;***;***;***;***;***
2008;3;Haabersti linnaosa;30-40,99;28;937,1;33,47;***;***;***;***;***;***;***;***
2008;3;Haabersti linnaosa;41-54,99;53;2 653,21;50,06;3 416 771;34 193;105 454;705;2 059,65;1 206,77;1 290,49;305,86
2008;3;Haabersti linnaosa;55-69,99;43;2 809,32;65,33;3 376 475;30 678;121 752;465,52;1 770,93;1 215,98;1 201,02;273,5
2008;3;Haabersti linnaosa;70-249,99;36;3 457,58;96,04;4 870 334;38 347;300 385;308,26;2 237,28;1 413,84;1 405,36;328,02
2008;3;Kesklinna linnaosa;10-29,99;27;624,25;23,12;1 094 730;10 865;81 807;609,33;2 870,42;1 766,84;1 735,12;631,04
2008;3;Kesklinna linnaosa;30-40,99;55;2 005,35;36,46;3 456 820;22 369;142 523;588,66;3 645,09;1 541,40;1 724,11;646,01
2008;3;Kesklinna linnaosa;41-54,99;60;2 912,40;48,54;5 091 921;28 760;204 517;540,61;4 436,38;1 760,73;1 765,77;698,41
2008;3;Kesklinna linnaosa;55-69,99;93;5 722,50;61,53;9 718 644;17 967;223 179;271;3 834,70;1 663,60;1 699,20;697,81
2008;3;Kesklinna linnaosa;70-249,99;100;9 390,60;93,91;16 813 206;16 297;635 559;164,62;6 417,36;1 714,76;1 753,99;963,87
2008;3;Kristiine linnaosa;10-29,99;23;458,5;19,93;609 941;9 523;44 738;700,21;1 876,55;1 282,81;1 303,29;291,99
2008;3;Kristiine linnaosa;30-40,99;24;855,33;35,64;1 053 024;10 865;81 950;306,92;2 529,32;1 176,49;1 236,26;441,9
2008;3;Kristiine linnaosa;41-54,99;39;1 819,74;46,66;2 698 605;16 041;111 206;384,68;2 189,10;1 446,56;1 475,44;378,86
2008;3;Kristiine linnaosa;55-69,99;23;1 437,00;62,48;1 680 059;18 534;106 413;283,83;1 759,56;1 210,85;1 167,29;332,03
2008;3;Kristiine linnaosa;70-249,99;18;1 448,20;80,46;2 226 938;52 408;236 473;700,64;2 055,54;1 612,13;1 529,91;377,38
2008;3;Lasnamäe linnaosa;10-29,99;12;226,7;18,89;253 282;3 835;45 377;203,97;1 715,52;1 182,56;1 116,34;437,85
2008;3;Lasnamäe linnaosa;30-40,99;94;3 120,50;33,2;3 873 259;5 284;67 107;161,59;2 052,21;1 224,56;1 240,56;234,53
2008;3;Lasnamäe linnaosa;41-54,99;103;5 073,90;49,26;5 755 716;10 270;86 281;193,78;1 706,38;1 125,21;1 134,45;232,89
2008;3;Lasnamäe linnaosa;55-69,99;91;5 755,20;63,24;6 129 782;3 642;94 909;60,1;1 528,64;1 092,34;1 069,07;304,21
2008;3;Lasnamäe linnaosa;70-249,99;47;3 875,70;82,46;4 126 615;6 391;139 146;79,99;1 530,34;1 118,45;1 071,34;389,12
2008;3;Mustamäe linnaosa;10-29,99;33;623,05;18,88;838 312;8 175;51 693;273,41;2 067,71;1 558,82;1 418,87;385,33
2008;3;Mustamäe linnaosa;30-40,99;20;668,6;33,43;897 129;11 185;67 682;311,55;2 096,46;1 328,67;1 347,72;390,04
2008;3;Mustamäe linnaosa;41-54,99;123;5 489,80;44,63;6 805 835;9 587;96 826;220,89;2 170,99;1 210,24;1 238,54;311,3
2008;3;Mustamäe linnaosa;55-69,99;84;5 203,00;61,94;5 774 173;5 113;113 443;90,82;1 663,39;1 111,97;1 106,65;305,36
2008;3;Mustamäe linnaosa;70-249,99;37;3 337,00;90,19;3 457 199;60 333;223 116;331,13;1 862,28;1 084,14;1 066,17;386,04
2008;3;Nõmme linnaosa;10-29,99;9;187,5;20,83;258 523;10 226;46 016;803,46;1 938,06;1 304,32;1 321,71;419,26
2008;3;Nõmme linnaosa;30-40,99;10;360,15;36,02;507 139;24 926;78 292;776,5;2 351,10;1 307,34;1 402,00;452,31
2008;3;Nõmme linnaosa;41-54,99;13;602;46,31;770 455;17 895;97 465;368,97;1 818,38;1 315,03;1 272,07;467,51
2008;3;Nõmme linnaosa;55-69,99;8;493,05;61,63;792 377;83 085;111 845;1 437,46;1 772,15;1 614,24;1 608,65;110,67
2008;3;Nõmme linnaosa;70-249,99;17;1 557,50;91,62;2 078 279;50 810;220 495;692,23;1 777,52;1 286,53;1 318,31;315,87
2008;3;Pirita linnaosa;10-29,99;4;77,05;19,26;***;***;***;***;***;***;***;***
2008;3;Pirita linnaosa;30-40,99;2;74,05;37,03;***;***;***;***;***;***;***;***
2008;3;Pirita linnaosa;41-54,99;5;263,7;52,74;521 954;76 694;150 947;1 436,22;2 784,99;1 998,74;1 977,62;523,99
2008;3;Pirita linnaosa;55-69,99;14;885,4;63,24;1 375 729;56 242;138 974;1 006,12;2 080,45;1 526,57;1 549,17;246,61
2008;3;Pirita linnaosa;70-249,99;11;1 319,10;119,92;2 075 188;105 454;298 787;1 119,47;2 025,67;1 545,21;1 538,36;260,04
2008;3;Põhja-Tallinna linnaosa;10-29,99;80;1 595,20;19,94;1 831 168;1 917;73 211;101,99;2 691,57;1 147,18;1 103,25;490,93
2008;3;Põhja-Tallinna linnaosa;30-40,99;58;2 131,50;36,75;2 689 290;16 617;74 777;406,28;2 102,36;1 229,62;1 263,45;318,59
2008;3;Põhja-Tallinna linnaosa;41-54,99;83;3 876,55;46,71;4 762 364;959;95 867;19,45;1 898,93;1 245,74;1 230,18;325,24
2008;3;Põhja-Tallinna linnaosa;55-69,99;45;2 819,10;62,65;3 889 451;19 549;134 214;304,5;2 053,20;1 381,32;1 380,99;391,86
2008;3;Põhja-Tallinna linnaosa;70-249,99;20;1 867,40;93,37;2 377 160;61 994;216 021;629,05;1 947,89;1 348,00;1 290,35;397,78
2008;4;Haabersti linnaosa;10-29,99;3;51;17;***;***;***;***;***;***;***;***
2008;4;Haabersti linnaosa;30-40,99;19;622,1;32,74;***;***;***;***;***;***;***;***
2008;4;Haabersti linnaosa;41-54,99;21;1 044,30;49,73;1 251 711;31 794;104 176;673,6;2 179,41;1 183,79;1 194,73;327,64
2008;4;Haabersti linnaosa;55-69,99;47;3 019,10;64,24;3 495 239;18 790;131 019;286,87;1 929,59;1 161,49;1 163,20;401,05
2008;4;Haabersti linnaosa;70-249,99;35;3 497,20;99,92;4 112 870;38 347;367 492;308,26;1 821,97;1 124,07;1 152,21;310,95
2008;4;Kesklinna linnaosa;10-29,99;22;497,75;22,63;1 068 358;4 474;319 558;160,35;10 723,43;1 300,93;2 019,87;2 363,75
2008;4;Kesklinna linnaosa;30-40,99;45;1 631,40;36,25;2 609 004;9 587;191 735;245,81;4 866,37;1 593,81;1 594,29;815,56
2008;4;Kesklinna linnaosa;41-54,99;75;3 611,20;48,15;5 644 003;19 173;156 584;417,72;3 317,45;1 588,63;1 569,86;547,95
2008;4;Kesklinna linnaosa;55-69,99;76;4 796,00;63,11;7 734 472;20 629;218 897;350,83;3 350,21;1 545,40;1 615,48;622,24
2008;4;Kesklinna linnaosa;70-249,99;93;9 248,70;99,45;13 854 485;31 956;473 896;354,28;3 891,78;1 409,15;1 495,02;703,38
2008;4;Kristiine linnaosa;10-29,99;13;266,85;20,53;327 611;10 865;43 741;454,89;1 926,92;1 251,60;1 280,30;482,61
2008;4;Kristiine linnaosa;30-40,99;22;791,8;35,99;872 450;15 978;70 303;488,62;1 735,87;1 113,47;1 087,38;355,56
2008;4;Kristiine linnaosa;41-54,99;30;1 420,27;47,34;1 698 652;19 173;100 661;408,82;1 874,50;1 110,37;1 182,39;404,4
2008;4;Kristiine linnaosa;55-69,99;20;1 252,30;62,62;1 725 783;41 543;173 380;618,19;2 739,02;1 268,42;1 384,37;488,79
2008;4;Kristiine linnaosa;70-249,99;19;1 698,83;89,41;2 309 294;31 956;236 154;432,42;1 956,83;1 450,71;1 355,80;353,02
2008;4;Lasnamäe linnaosa;10-29,99;16;312,3;19,52;300 222;3 672;38 347;255,65;1 501,54;966,15;973,25;382,99
2008;4;Lasnamäe linnaosa;30-40,99;69;2 332,30;33,8;2 677 176;2 045;67 107;62,35;1 808,82;1 132,61;1 146,77;257,87
2008;4;Lasnamäe linnaosa;41-54,99;71;3 530,40;49,72;3 455 128;7 989;80 912;187,62;1 740,05;1 052,28;975,01;315,93
2008;4;Lasnamäe linnaosa;55-69,99;81;5 167,80;63,8;5 431 986;22 369;106 093;344,67;1 682,09;1 037,21;1 053,93;231,02
2008;4;Lasnamäe linnaosa;70-249,99;15;1 175,10;78,34;1 253 377;10 161;135 934;127,17;1 519,01;1 038,56;1 062,64;368,92
2008;4;Mustamäe linnaosa;10-29,99;17;312,08;18,36;385 068;5 752;37 388;371,1;1 806,20;1 250,45;1 266,90;347,37
2008;4;Mustamäe linnaosa;30-40,99;19;656,3;34,54;790 183;23 008;62 340;730,42;1 543,07;1 214,32;1 201,71;261,22
2008;4;Mustamäe linnaosa;41-54,99;94;4 246,50;45,18;4 718 345;9 213;82 126;212,28;1 632,53;1 134,48;1 108,50;248,2
2008;4;Mustamäe linnaosa;55-69,99;60;3 722,30;62,04;4 027 945;9 587;121 432;161,12;1 845,47;1 093,80;1 077,23;290,12
2008;4;Mustamäe linnaosa;70-249,99;22;2 093,80;95,17;2 420 750;31 956;227 909;381,33;1 651,51;1 211,03;1 181,94;305,26
2008;4;Nõmme linnaosa;10-29,99;5;115,9;23,18;179 208;6 072;95 867;523,41;3 352,01;926,72;1 369,43;1 177,54
2008;4;Nõmme linnaosa;30-40,99;6;218,4;36,4;247 274;24 926;54 900;654,21;1 443,17;1 186,53;1 137,65;297,17
2008;4;Nõmme linnaosa;41-54,99;8;384,2;48,03;428 460;37 388;73 498;713,52;1 563,80;1 117,15;1 118,12;248,87
2008;4;Nõmme linnaosa;55-69,99;7;443,45;63,35;648 064;30 678;144 121;451,47;2 151,06;1 474,88;1 459,60;588,65
2008;4;Nõmme linnaosa;70-249,99;17;1 927,60;113,39;3 293 726;89 476;675 364;595,79;4 181,82;1 454,28;1 665,93;893,34
2008;4;Pirita linnaosa;41-54,99;6;276,9;46,15;381 829;18 310;178 953;413,31;4 039,56;969,64;1 383,02;1 335,95
2008;4;Pirita linnaosa;55-69,99;9;590,5;65,61;842 471;33 627;115 041;514,17;1 729,94;1 493,17;1 425,86;353,52
2008;4;Pirita linnaosa;70-249,99;16;1 773,00;110,81;2 667 499;54 771;394 827;451,91;2 755,25;1 480,54;1 485,97;466,21
2008;4;Põhja-Tallinna linnaosa;10-29,99;73;1 519,00;20,81;1 449 094;3 835;80 209;166,73;2 948,86;900,77;928,27;454,62
2008;4;Põhja-Tallinna linnaosa;30-40,99;40;1 470,10;36,75;1 896 126;11 185;100 554;300,66;3 047,10;1 136,98;1 282,12;611,27
2008;4;Põhja-Tallinna linnaosa;41-54,99;62;2 934,60;47,33;3 373 252;9 587;100 554;224,51;2 399,86;1 107,92;1 154,48;428,7
2008;4;Põhja-Tallinna linnaosa;55-69,99;20;1 236,20;61,81;1 500 646;36 749;151 151;641,35;2 219,55;1 103,10;1 201,39;376,32
2008;4;Põhja-Tallinna linnaosa;70-249,99;29;2 691,10;92,8;2 949 851;57 520;204 517;518,17;1 881,48;1 088,04;1 131,38;350,01
2009;1;Haabersti linnaosa;10-29,99;9;153,4;17,04;137 730;11 504;22 050;437,42;1 384,75;1 111,51;999,94;322,1
2009;1;Haabersti linnaosa;30-40,99;18;606,65;33,7;625 056;17 895;70 303;545,59;1 952,86;950,95;1 019,17;350,47
2009;1;Haabersti linnaosa;41-54,99;27;1 338,20;49,56;1 530 556;15 978;88 006;324,1;1 818,31;1 041,33;1 148,48;379,66
2009;1;Haabersti linnaosa;55-69,99;22;1 406,00;63,91;1 402 889;25 565;92 672;389,11;1 408,39;1 068,28;1 003,33;276,71
2009;1;Haabersti linnaosa;70-249,99;23;2 089,39;90,84;2 345 361;57 520;146 997;731,81;1 683,81;1 149,63;1 133,89;215,02
2009;1;Kesklinna linnaosa;10-29,99;20;454,1;22,71;563 598;639;63 912;56,06;2 203,85;1 205,50;1 175,04;551,83
2009;1;Kesklinna linnaosa;30-40,99;25;873,4;34,94;1 091 082;12 782;90 000;313,29;2 866,24;1 265,42;1 262,79;640,91
2009;1;Kesklinna linnaosa;41-54,99;36;1 717,50;47,71;2 261 273;6 391;105 454;145,92;2 268,29;1 238,18;1 322,77;510,77
2009;1;Kesklinna linnaosa;55-69,99;41;2 554,70;62,31;3 690 699;25 565;218 292;390,9;3 566,86;1 352,87;1 446,55;523,19
2009;1;Kesklinna linnaosa;70-249,99;78;7 768,10;99,59;11 705 917;34 512;828 934;444,75;4 330,90;1 269,41;1 404,47;816,65
2009;1;Kristiine linnaosa;10-29,99;8;165,5;20,69;146 102;770;38 347;64,71;2 115,70;900,79;902,1;677,22
2009;1;Kristiine linnaosa;30-40,99;11;396,6;36,05;333 619;8 948;49 532;227,68;1 344,48;872,41;840,95;331,9
2009;1;Kristiine linnaosa;41-54,99;13;629,8;48,45;623 075;13 421;116 319;308,54;2 203,02;842,53;961,67;503,63
2009;1;Kristiine linnaosa;55-69,99;14;871,16;62,23;764 776;64;106 164;1;1 677,15;877,16;880,76;420,56
2009;1;Kristiine linnaosa;70-249,99;13;1 139,28;87,64;1 181 761;25 436;152 110;337,79;1 551,28;1 073,83;1 034,89;346,76
2009;1;Lasnamäe linnaosa;10-29,99;17;320,75;18,87;240 755;5 624;29 975;431,84;1 145,08;633,83;723;226,94
2009;1;Lasnamäe linnaosa;30-40,99;58;1 904,55;32,84;1 660 741;10 411;44 738;318,37;1 368,14;867,11;872,06;191,37
2009;1;Lasnamäe linnaosa;41-54,99;47;2 327,50;49,52;1 961 253;11 504;67 548;232,88;1 310,19;847,31;841,86;210,83
2009;1;Lasnamäe linnaosa;55-69,99;60;3 815,40;63,59;2 696 271;1 081;93 250;16,69;1 361,32;717,45;708,46;271,27
2009;1;Lasnamäe linnaosa;70-249,99;10;895,3;89,53;670 541;20 452;106 093;196,65;1 090,37;827,71;760,9;300,22
2009;1;Mustamäe linnaosa;10-29,99;19;395,1;20,79;376 049;3 196;40 903;270,81;1 725,88;972,57;962,48;332,29
2009;1;Mustamäe linnaosa;30-40,99;10;343,35;34,34;301 599;22 369;43 140;664,02;1 129,33;884,29;882,29;169,65
2009;1;Mustamäe linnaosa;41-54,99;47;2 149,10;45,73;1 997 048;16 701;63 912;387,48;1 316,92;952,81;927,34;211,65
2009;1;Mustamäe linnaosa;55-69,99;45;2 782,70;61,84;2 663 965;19 173;127 823;323,33;1 987,92;969,76;953,33;277,36
2009;1;Mustamäe linnaosa;70-249,99;23;1 976,80;85,95;1 891 242;54 325;166 285;690,45;1 322,93;947,5;958,62;167,79
2009;1;Nõmme linnaosa;10-29,99;4;86,1;21,53;***;***;***;***;***;***;***;***
2009;1;Nõmme linnaosa;41-54,99;3;131,9;43,97;***;***;***;***;***;***;***;***
2009;1;Nõmme linnaosa;55-69,99;6;383,6;63,93;352 134;940;86 281;14,19;1 382,17;1 135,74;934,4;543,77
2009;1;Nõmme linnaosa;70-249,99;5;617,8;123,56;705 425;41 543;347 200;548,78;1 710,34;873,57;1 046,55;486,14
2009;1;Pirita linnaosa;10-29,99;1;28,7;28,7;***;***;***;***;***;***;***;***
2009;1;Pirita linnaosa;30-40,99;1;37,7;37,7;***;***;***;***;***;***;***;***
2009;1;Pirita linnaosa;55-69,99;6;380,1;63,35;459 620;63 912;88 198;1 079,46;1 326,29;1 203,00;1 206,77;93,72
2009;1;Pirita linnaosa;70-249,99;14;1 769,30;126,38;2 549 997;26 843;568 814;381,83;3 963,86;1 199,58;1 380,99;886,6
2009;1;Põhja-Tallinna linnaosa;10-29,99;39;773,8;19,84;579 544;1 087;45 377;92,86;1 765,65;710,39;762,41;372,35
2009;1;Põhja-Tallinna linnaosa;30-40,99;26;962,55;37,02;809 281;21 091;48 892;637,44;1 365,71;733,16;845,89;235,5
2009;1;Põhja-Tallinna linnaosa;41-54,99;42;1 974,30;47,01;1 799 938;3 515;89 157;83,1;1 913,23;951,66;913,25;344,48
2009;1;Põhja-Tallinna linnaosa;55-69,99;20;1 270,60;63,53;1 165 897;10 737;113 124;191,05;1 904,44;890,57;918,52;342,79
2009;1;Põhja-Tallinna linnaosa;70-249,99;23;2 110,80;91,77;2 070 171;15 978;319 891;163,71;2 532,78;846,92;964,02;463,61
2009;2;Haabersti linnaosa;10-29,99;5;94,8;18,96;58 799;6 391;19 173;245,81;859,32;719,01;661,86;240,36
2009;2;Haabersti linnaosa;30-40,99;12;396,3;33,03;306 563;17 895;38 347;543,93;1 169,12;745,22;773,13;152,43
2009;2;Haabersti linnaosa;41-54,99;21;1 037,70;49,41;729 360;15 339;76 822;303,74;1 610,52;642,97;704,42;268,97
2009;2;Haabersti linnaosa;55-69,99;23;1 477,50;64,24;1 211 445;35 151;89 476;528,59;1 368,14;735,18;826,8;228,8
2009;2;Haabersti linnaosa;70-249,99;24;2 289,04;95,38;2 253 484;18 935;134 214;251,46;1 729,80;949,67;1 003,42;361,16
2009;2;Kesklinna linnaosa;10-29,99;13;298,1;22,93;344 039;4 793;63 912;263,37;2 242,51;1 132,29;1 104,18;588,47
2009;2;Kesklinna linnaosa;30-40,99;29;1 065,40;36,74;1 275 792;12 143;89 476;374,95;2 719,64;1 053,49;1 205,16;579,7
2009;2;Kesklinna linnaosa;41-54,99;57;2 790,70;48,96;4 001 174;6 391;150 192;119,24;2 802,10;1 438,91;1 434,82;535,89
2009;2;Kesklinna linnaosa;55-69,99;59;3 711,90;62,91;4 725 277;11 393;185 344;183,17;3 168,27;1 199,51;1 281,33;607,33
2009;2;Kesklinna linnaosa;70-249,99;66;6 435,70;97,51;8 681 944;12 079;452 494;106,52;3 086,59;1 287,40;1 363,72;599,09
2009;2;Kristiine linnaosa;10-29,99;9;173,85;19,32;189 592;7 669;44 738;504,57;1 569,76;1 065,19;1 035,04;361,25
2009;2;Kristiine linnaosa;30-40,99;12;436,5;36,38;349 533;9 587;54 964;293,17;1 442,63;863,18;798,55;312,73
2009;2;Kristiine linnaosa;41-54,99;10;469,74;46,97;458 193;9 587;102 259;202,68;2 104,09;954,71;966,66;547,1
2009;2;Kristiine linnaosa;55-69,99;15;952,02;63,47;926 836;17 227;119 600;301,7;1 901,43;853,27;982,86;410,74
2009;2;Kristiine linnaosa;70-249,99;20;1 726,22;86,31;2 066 938;51 129;166 170;581,68;1 957,58;1 238,93;1 188,09;351,24
2009;2;Lasnamäe linnaosa;10-29,99;11;188,84;17,17;92 766;2 556;19 046;146,59;726,27;471,48;494,81;178,26
2009;2;Lasnamäe linnaosa;30-40,99;83;2 809,90;33,85;1 989 043;9 503;41 543;252,73;1 266,54;681,98;707,42;168,98
2009;2;Lasnamäe linnaosa;41-54,99;63;3 097,40;49,17;2 018 693;874;63 273;16,53;1 307,28;665,75;651,83;187,2
2009;2;Lasnamäe linnaosa;55-69,99;63;4 057,60;64,41;2 745 209;4 148;83 085;64,01;1 296,18;655;678,7;231,1
